run,L_m,CV,seed,n,geometry,covariance_model,source_dx_m,source_nx,source_ny,domain_area_m2,path_length_total_m,path_length_each_m,Q_true_kg_s,Q_true_recomputed_kg_s,Q_prior_kg_s,Q_hat_kg_s,posterior_sigma_kg_s,e_signed,e_abs,converged,n_iter,method,n_obs,n_state,dof,dfs,prior_influence,ak_diag,chi2,chi2_per_dof,sigma_repr_mean_ng_m3,inverse_crime_flag,total_only,inversion_template,n_fine_cells,state_units,obs_units,jacobian_units,nature_run,E_Q_reported
source_heterogeneity_les_rice_paddy_l250_cv0p5_s6_wind3_n3_op,250.0,0.5,6,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027777999999999997,0.0,0.027486932993270242,0.0065415347631559186,-0.010478328415643967,0.010478328415643967,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.5789035751390033,0.28945178756950163,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l250_cv0p5_s6_wind3_surface,0.010478328415643844
source_heterogeneity_les_rice_paddy_l250_cv0p5_s7_wind3_n3_op,250.0,0.5,7,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.02918448367748234,0.0065415347631559186,0.05063300732530568,0.05063300732530568,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,1.2681754648897552,0.6340877324448776,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l250_cv0p5_s7_wind3_surface,0.05063300732530555
source_heterogeneity_les_rice_paddy_l500_cv0p5_s0_wind3_n3_op,500.0,0.5,0,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.027466259944245872,0.0065415347631559186,-0.011222552226730806,0.011222552226730806,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,2.1482337666415368,1.0741168833207684,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l500_cv0p5_s0_wind3_surface,0.01122255222673093
source_heterogeneity_les_rice_paddy_l500_cv0p5_s1_wind3_n3_op,500.0,0.5,1,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778,0.0,0.03162855678820228,0.0065415347631559186,0.13861893542379877,0.13861893542379877,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,1.1216291697436553,0.5608145848718277,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l500_cv0p5_s1_wind3_surface,0.13861893542379877
source_heterogeneity_les_rice_paddy_l500_cv0p5_s2_wind3_n3_op,500.0,0.5,2,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027777999999999997,0.0,0.03147349288072768,0.0065415347631559186,0.13303667941276104,0.13303667941276104,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,1.1072353367788088,0.5536176683894044,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l500_cv0p5_s2_wind3_surface,0.13303667941276118
source_heterogeneity_les_rice_paddy_l500_cv0p5_s3_wind3_n3_op,500.0,0.5,3,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.02831758482367116,0.0065415347631559186,0.019424898252975675,0.019424898252975675,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.026778672311539208,0.013389336155769604,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l500_cv0p5_s3_wind3_surface,0.019424898252975546
source_heterogeneity_les_rice_paddy_l500_cv0p5_s4_wind3_n3_op,500.0,0.5,4,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778,0.0,0.025866733763521502,0.0065415347631559186,-0.06880503407295335,0.06880503407295335,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,1.5616112523737076,0.7808056261868538,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l500_cv0p5_s4_wind3_surface,0.06880503407295335
source_heterogeneity_les_rice_paddy_l500_cv0p5_s5_wind3_n3_op,500.0,0.5,5,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027777999999999997,0.0,0.026788991948709002,0.0065415347631559186,-0.03560400501443584,0.03560400501443584,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,1.9353347087370631,0.9676673543685316,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l500_cv0p5_s5_wind3_surface,0.03560400501443572
source_heterogeneity_les_rice_paddy_l500_cv0p5_s6_wind3_n3_op,500.0,0.5,6,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.0293832561230574,0.0065415347631559186,0.057788758120001456,0.057788758120001456,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,3.7403685004888674,1.8701842502444337,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l500_cv0p5_s6_wind3_surface,0.057788758120001324
source_heterogeneity_les_rice_paddy_l500_cv0p5_s7_wind3_n3_op,500.0,0.5,7,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778,0.0,0.03449487439536102,0.0065415347631559186,0.24180554378864652,0.24180554378864652,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.966016609096953,0.4830083045484765,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l500_cv0p5_s7_wind3_surface,0.24180554378864652
source_heterogeneity_les_rice_paddy_l100_cv1p0_s0_wind3_n3_op,100.0,1.0,0,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.0275041835620607,0.0065415347631559186,-0.009857312907311507,0.009857312907311507,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,1.7429673231071283,0.8714836615535642,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l100_cv1p0_s0_wind3_surface,0.00985731290731163
source_heterogeneity_les_rice_paddy_l100_cv1p0_s1_wind3_n3_op,100.0,1.0,1,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027777999999999997,0.0,0.030139866543784147,0.0065415347631559186,0.08502651536410637,0.08502651536410637,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.5466369665089683,0.27331848325448416,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l100_cv1p0_s1_wind3_surface,0.0850265153641065
source_heterogeneity_les_rice_paddy_l100_cv1p0_s2_wind3_n3_op,100.0,1.0,2,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.025463810689832687,0.0065415347631559186,-0.08331014868483379,0.08331014868483379,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.13683032626070843,0.06841516313035421,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l100_cv1p0_s2_wind3_surface,0.08331014868483391
source_heterogeneity_les_rice_paddy_l100_cv1p0_s3_wind3_n3_op,100.0,1.0,3,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.025620283018716782,0.0065415347631559186,-0.07767718990867659,0.07767718990867659,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,1.307690735258236,0.653845367629118,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l100_cv1p0_s3_wind3_surface,0.07767718990867671
source_heterogeneity_les_rice_paddy_l100_cv1p0_s4_wind3_n3_op,100.0,1.0,4,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778,0.0,0.02929931256419939,0.0065415347631559186,0.05476681417666459,0.05476681417666459,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.03547964363174301,0.017739821815871505,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l100_cv1p0_s4_wind3_surface,0.05476681417666459
source_heterogeneity_les_rice_paddy_l100_cv1p0_s5_wind3_n3_op,100.0,1.0,5,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027777999999999997,0.0,0.02431279694612789,0.0065415347631559186,-0.12474631196890026,0.12474631196890026,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,2.6354628866459575,1.3177314433229788,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l100_cv1p0_s5_wind3_surface,0.12474631196890015
source_heterogeneity_les_rice_paddy_l100_cv1p0_s6_wind3_n3_op,100.0,1.0,6,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.026313397404895262,0.0065415347631559186,-0.05272527162159762,0.05272527162159762,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.7878157631228933,0.3939078815614466,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l100_cv1p0_s6_wind3_surface,0.052725271621597736
source_heterogeneity_les_rice_paddy_l100_cv1p0_s7_wind3_n3_op,100.0,1.0,7,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778,0.0,0.02894875003999829,0.0065415347631559186,0.04214666426662434,0.04214666426662434,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,2.517292172696643,1.2586460863483215,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l100_cv1p0_s7_wind3_surface,0.04214666426662434
source_heterogeneity_les_rice_paddy_l250_cv1p0_s0_wind3_n3_op,250.0,1.0,0,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.027424036659057138,0.0065415347631559186,-0.012742578333316401,0.012742578333316401,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,1.8318708646761592,0.9159354323380796,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l250_cv1p0_s0_wind3_surface,0.012742578333316525
source_heterogeneity_les_rice_paddy_l250_cv1p0_s1_wind3_n3_op,250.0,1.0,1,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.03077186681810877,0.0065415347631559186,0.1077783432251699,0.1077783432251699,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.18540619809184067,0.09270309904592033,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l250_cv1p0_s1_wind3_surface,0.10777834322516976
source_heterogeneity_les_rice_paddy_l250_cv1p0_s2_wind3_n3_op,250.0,1.0,2,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.0246471050904091,0.0065415347631559186,-0.112711315054752,0.112711315054752,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.12354808456898955,0.061774042284494776,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l250_cv1p0_s2_wind3_surface,0.11271131505475211
source_heterogeneity_les_rice_paddy_l250_cv1p0_s3_wind3_n3_op,250.0,1.0,3,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027777999999999997,0.0,0.02361505032964911,0.0065415347631559186,-0.1498649892127184,0.1498649892127184,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,1.986565525061526,0.993282762530763,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l250_cv1p0_s3_wind3_surface,0.1498649892127183
source_heterogeneity_les_rice_paddy_l250_cv1p0_s4_wind3_n3_op,250.0,1.0,4,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.027974059150367284,0.0065415347631559186,0.007058072948638599,0.007058072948638599,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.029189559486312633,0.014594779743156316,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l250_cv1p0_s4_wind3_surface,0.007058072948638474
source_heterogeneity_les_rice_paddy_l250_cv1p0_s5_wind3_n3_op,250.0,1.0,5,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027777999999999997,0.0,0.023767320724359407,0.0065415347631559186,-0.1443832988566705,0.1443832988566705,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,4.656417803599481,2.3282089017997407,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l250_cv1p0_s5_wind3_surface,0.1443832988566704
source_heterogeneity_les_rice_paddy_l250_cv1p0_s6_wind3_n3_op,250.0,1.0,6,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027777999999999997,0.0,0.026594396666896673,0.0065415347631559186,-0.04260937911668687,0.04260937911668687,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.6030109278599649,0.30150546392998245,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l250_cv1p0_s6_wind3_surface,0.04260937911668675
source_heterogeneity_les_rice_paddy_l250_cv1p0_s7_wind3_n3_op,250.0,1.0,7,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027777999999999997,0.0,0.029447563952772423,0.0065415347631559186,0.06010382146923545,0.06010382146923545,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,1.9599410682947933,0.9799705341473967,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l250_cv1p0_s7_wind3_surface,0.06010382146923558
source_heterogeneity_les_rice_paddy_l500_cv1p0_s0_wind3_n3_op,500.0,1.0,0,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027777999999999997,0.0,0.02573591838543455,0.0065415347631559186,-0.07351435000955618,0.07351435000955618,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,3.3898608435345854,1.6949304217672927,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l500_cv1p0_s0_wind3_surface,0.07351435000955607
source_heterogeneity_les_rice_paddy_l500_cv1p0_s1_wind3_n3_op,500.0,1.0,1,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.03390394597547762,0.0065415347631559186,0.2205322908588674,0.2205322908588674,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,1.5175733941801384,0.7587866970900692,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l500_cv1p0_s1_wind3_surface,0.22053229085886727
source_heterogeneity_les_rice_paddy_l500_cv1p0_s2_wind3_n3_op,500.0,1.0,2,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027777999999999997,0.0,0.033523377869676754,0.0065415347631559186,0.2068319486527739,0.2068319486527739,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,1.35662615885062,0.67831307942531,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l500_cv1p0_s2_wind3_surface,0.20683194865277404
source_heterogeneity_les_rice_paddy_l500_cv1p0_s3_wind3_n3_op,500.0,1.0,3,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027777999999999997,0.0,0.0279806927967946,0.0065415347631559186,0.00729688230954712,0.00729688230954712,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.17677264298129602,0.08838632149064801,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l500_cv1p0_s3_wind3_surface,0.007296882309547246
source_heterogeneity_les_rice_paddy_l500_cv1p0_s4_wind3_n3_op,500.0,1.0,4,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.02343115282251213,0.0065415347631559186,-0.1564852465075912,0.1564852465075912,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,2.1457677863459463,1.0728838931729732,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l500_cv1p0_s4_wind3_surface,0.15648524650759132
source_heterogeneity_les_rice_paddy_l500_cv1p0_s5_wind3_n3_op,500.0,1.0,5,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778,0.0,0.025296723005929507,0.0065415347631559186,-0.0893252571844803,0.0893252571844803,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,2.574157530157599,1.2870787650787996,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l500_cv1p0_s5_wind3_surface,0.0893252571844803
source_heterogeneity_les_rice_paddy_l500_cv1p0_s6_wind3_n3_op,500.0,1.0,6,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.029423795851564426,0.0065415347631559186,0.059248176670905935,0.059248176670905935,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,6.409946511293832,3.204973255646916,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l500_cv1p0_s6_wind3_surface,0.0592481766709058
source_heterogeneity_les_rice_paddy_l500_cv1p0_s7_wind3_n3_op,500.0,1.0,7,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027777999999999997,0.0,0.03926105954615806,0.0065415347631559186,0.4133868365669975,0.4133868365669975,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,1.1159501854459315,0.5579750927229657,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l500_cv1p0_s7_wind3_surface,0.41338683656699765
source_heterogeneity_les_rice_paddy_l100_cv2p0_s0_wind3_n3_op,100.0,2.0,0,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778,0.0,0.02569987665957656,0.0065415347631559186,-0.07481184176050977,0.07481184176050977,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,1.9013913032180851,0.9506956516090426,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l100_cv2p0_s0_wind3_surface,0.07481184176050977
source_heterogeneity_les_rice_paddy_l100_cv2p0_s1_wind3_n3_op,100.0,2.0,1,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.030548580244436574,0.0065415347631559186,0.0997400908789896,0.0997400908789896,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.3679235306458894,0.1839617653229447,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l100_cv2p0_s1_wind3_surface,0.09974009087898947
source_heterogeneity_les_rice_paddy_l100_cv2p0_s2_wind3_n3_op,100.0,2.0,2,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027777999999999997,0.0,0.023754180651145193,0.0065415347631559186,-0.1448563377080714,0.1448563377080714,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.0017541716148592,0.0008770858074296,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l100_cv2p0_s2_wind3_surface,0.1448563377080713
source_heterogeneity_les_rice_paddy_l100_cv2p0_s3_wind3_n3_op,100.0,2.0,3,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027777999999999997,0.0,0.024263542575309244,0.0065415347631559186,-0.12651945513322618,0.12651945513322618,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,1.7026405785620653,0.8513202892810326,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l100_cv2p0_s3_wind3_surface,0.12651945513322607
source_heterogeneity_les_rice_paddy_l100_cv2p0_s4_wind3_n3_op,100.0,2.0,4,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.030606748286965156,0.0065415347631559186,0.10183412365775633,0.10183412365775633,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.3347829479331234,0.1673914739665617,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l100_cv2p0_s4_wind3_surface,0.1018341236577562
source_heterogeneity_les_rice_paddy_l100_cv2p0_s5_wind3_n3_op,100.0,2.0,5,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.01878068753429226,0.0065415347631559186,-0.32390065756021813,0.32390065756021813,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,3.0070331567451847,1.5035165783725923,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l100_cv2p0_s5_wind3_surface,0.32390065756021824
source_heterogeneity_les_rice_paddy_l100_cv2p0_s6_wind3_n3_op,100.0,2.0,6,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027777999999999997,0.0,0.025561920546787412,0.0065415347631559186,-0.07977822208987646,0.07977822208987646,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.9380150015414243,0.4690075007707121,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l100_cv2p0_s6_wind3_surface,0.07977822208987634
source_heterogeneity_les_rice_paddy_l100_cv2p0_s7_wind3_n3_op,100.0,2.0,7,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.029560412138579625,0.0065415347631559186,0.0641663236582772,0.0641663236582772,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,5.129114383621097,2.5645571918105485,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l100_cv2p0_s7_wind3_surface,0.06416632365827707
source_heterogeneity_les_rice_paddy_l250_cv2p0_s0_wind3_n3_op,250.0,2.0,0,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.025274550174111635,0.0065415347631559186,-0.09012347274419923,0.09012347274419923,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,1.7582572159082102,0.8791286079541051,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l250_cv2p0_s0_wind3_surface,0.09012347274419934
source_heterogeneity_les_rice_paddy_l250_cv2p0_s1_wind3_n3_op,250.0,2.0,1,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778,0.0,0.03169300105457488,0.0065415347631559186,0.14093891045341195,0.14093891045341195,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.03368596794017585,0.016842983970087926,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l250_cv2p0_s1_wind3_surface,0.14093891045341195
source_heterogeneity_les_rice_paddy_l250_cv2p0_s2_wind3_n3_op,250.0,2.0,2,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.02317160643889812,0.0065415347631559186,-0.16582884156893515,0.16582884156893515,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,0.004604566257584725,0.0023022831287923626,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l250_cv2p0_s2_wind3_surface,0.16582884156893524
source_heterogeneity_les_rice_paddy_l250_cv2p0_s3_wind3_n3_op,250.0,2.0,3,3,open_path,exponential,40.0,25,25,1000000.0,1000.0,333.3333333333333,0.027778,0.027778000000000004,0.0,0.02144003520393265,0.0065415347631559186,-0.22816490733916583,0.22816490733916583,True,1,nonnegative,3,1,2,0.9999572083229423,4.279167705767417e-05,0.9999572083229423,2.9090134087068793,1.4545067043534397,37533.8330522395,False,True,uniform,625,kg s-1,ng m-3,ng m-3 / (kg s-1),source_heterogeneity_les_rice_paddy_l250_cv2p0_s3_wind3_surface,0.22816490733916595
