run,Q_pred_no_transport_error_kg_s,e_pure_representativeness,e_transport
source_heterogeneity_les_rice_paddy_l250_cv1p0_s0_wind3_n3_op,0.02727068733036622,-0.018263110001936127,0.005520531668619728
source_heterogeneity_les_rice_paddy_l250_cv1p0_s1_wind3_n3_op,0.029987864960865473,0.07955450215513978,0.02822384107003012
source_heterogeneity_les_rice_paddy_l250_cv1p0_s2_wind3_n3_op,0.02274137638777989,-0.181316999503928,0.06860568444917599
source_heterogeneity_les_rice_paddy_l250_cv1p0_s3_wind3_n3_op,0.02401663135179329,-0.13540818806993704,-0.014456801142781361
source_heterogeneity_les_rice_paddy_l250_cv1p0_s4_wind3_n3_op,0.026314756281866986,-0.05267635244196898,0.05973442539060748
source_heterogeneity_les_rice_paddy_l250_cv1p0_s5_wind3_n3_op,0.023899958760688667,-0.13960836774826602,-0.00477493110840449
source_heterogeneity_les_rice_paddy_l250_cv1p0_s6_wind3_n3_op,0.025382452661076946,-0.08623901428911564,0.043629635172428835
source_heterogeneity_les_rice_paddy_l250_cv1p0_s7_wind3_n3_op,0.026690215703526542,-0.039159921393673344,0.09926374286290875
source_heterogeneity_les_rice_paddy_l500_cv1p0_s0_wind3_n3_op,0.02649888265527231,-0.04604785602734864,-0.027466493982207456
source_heterogeneity_les_rice_paddy_l500_cv1p0_s1_wind3_n3_op,0.03401719804683442,0.2246093328113765,-0.004077041952509075
source_heterogeneity_les_rice_paddy_l500_cv1p0_s2_wind3_n3_op,0.03264732998817296,0.17529447721840888,0.03153747143436503
source_heterogeneity_les_rice_paddy_l500_cv1p0_s3_wind3_n3_op,0.027401347194464645,-0.013559392524132598,0.0208562748336797
source_heterogeneity_les_rice_paddy_l500_cv1p0_s4_wind3_n3_op,0.023027787091746084,-0.17100629664676784,0.014521050139176622
source_heterogeneity_les_rice_paddy_l500_cv1p0_s5_wind3_n3_op,0.022538289313549932,-0.18862807568759696,0.09930281850311666
source_heterogeneity_les_rice_paddy_l500_cv1p0_s6_wind3_n3_op,0.029291135825278557,0.054472453930396576,0.004775722740509324
source_heterogeneity_les_rice_paddy_l500_cv1p0_s7_wind3_n3_op,0.03961379475475516,0.4260852024895659,-0.0126983659225684
source_heterogeneity_les_rice_paddy_l100_cv2p0_s0_wind3_n3_op,0.02518502963491456,-0.09334618637358488,0.018534344613075182
source_heterogeneity_les_rice_paddy_l100_cv2p0_s1_wind3_n3_op,0.02986281276368412,0.07505265907135567,0.02468743180763394
source_heterogeneity_les_rice_paddy_l100_cv2p0_s2_wind3_n3_op,0.02251842953171298,-0.18934302211415588,0.04448668440608447
source_heterogeneity_les_rice_paddy_l100_cv2p0_s3_wind3_n3_op,0.024475970348808863,-0.11887211646594921,-0.00764733866727689
source_heterogeneity_les_rice_paddy_l100_cv2p0_s4_wind3_n3_op,0.028060335092904995,0.010163982032723534,0.09167014162503277
source_heterogeneity_les_rice_paddy_l100_cv2p0_s5_wind3_n3_op,0.017585595746279818,-0.3669236177449846,0.043022960184766534
source_heterogeneity_les_rice_paddy_l100_cv2p0_s6_wind3_n3_op,0.023722179549133252,-0.14600836816425763,0.06623014607438124
source_heterogeneity_les_rice_paddy_l100_cv2p0_s7_wind3_n3_op,0.02672222006044467,-0.038007773761801755,0.10217409742007895
source_heterogeneity_les_rice_paddy_l250_cv2p0_s0_wind3_n3_op,0.02488730734937804,-0.10406410290956726,0.013940630165368062
source_heterogeneity_les_rice_paddy_l250_cv2p0_s1_wind3_n3_op,0.031190559460761273,0.12285115777814357,0.018087752675268326
source_heterogeneity_les_rice_paddy_l250_cv2p0_s2_wind3_n3_op,0.021296403042505775,-0.23333562378480183,0.06750678221586673
source_heterogeneity_les_rice_paddy_l250_cv2p0_s3_wind3_n3_op,0.022247541816551447,-0.19909490184493317,-0.029070005494232637
source_heterogeneity_les_rice_paddy_l250_cv2p0_s4_wind3_n3_op,0.025683032264899708,-0.0754182351177296,0.08549968436930551
source_heterogeneity_les_rice_paddy_l250_cv2p0_s5_wind3_n3_op,0.01847333565294196,-0.33496523677219525,-0.0029742917548515324
