geometry,n,CV,L_m,m_realizations,bias,bias_se,bias_p,MAE,RMSE,sigma_rep,sigma_rep_lo,sigma_rep_hi,sigma_rep_chi2_lo,sigma_rep_chi2_hi,bias_pure,sigma_rep_pure,RMSE_pure,sd_pred_loglinear,sampler
open_path,1,1.5,400.0,20,-0.011112834419189394,0.050018063498555664,0.8265472668493838,0.1717717787200384,0.21830671527828388,0.22368758017134285,0.15396733011559957,0.275002630786167,0.1701122560511999,0.32671173495040723,-0.02144420809181871,0.24593611705836715,0.24066615684542092,0.2906393761724708,cholesky
open_path,1,1.5,500.0,20,-0.001675242314696114,0.05334264993430732,0.9752738672652221,0.1830795312421884,0.23252125531890636,0.23855558270617172,0.1626875244147408,0.2996069580703594,0.18141922916180947,0.3484275177385269,-0.009079129610034,0.26492300061749774,0.2583745673200936,0.2897259920853688,cholesky
open_path,1,1.75,100.0,20,0.001563100685243641,0.03564770130624338,0.9654826661320542,0.1237181368389045,0.15539258941055067,0.1594213667247365,0.10913437725977601,0.1968498517391442,0.12123841804510237,0.23284632642951042,-0.03060241794977118,0.16208555448716674,0.16091814257290618,0.2067841992355693,circulant
open_path,1,1.75,150.0,20,0.00541787822822234,0.0429174090332118,0.9008685483336825,0.15315753236803803,0.18715108700953897,0.19193248803285023,0.1291869579846328,0.23855440747758772,0.14596281350881615,0.2803311480705725,-0.024570184619549913,0.19936776134467873,0.19586685023925848,0.25278291743215586,circulant
open_path,1,1.75,200.0,20,0.00784946024677599,0.0474891499167704,0.8704620695721272,0.16958127506444062,0.20714917779874992,0.21237793481515418,0.1454618322130846,0.2613380535483222,0.16151137939454094,0.3101931877285906,-0.019843030777096708,0.22477019868794168,0.21997569406124562,0.28150779556077715,circulant
open_path,1,1.75,250.0,20,0.009230650766536562,0.0501761919354142,0.8559902727305421,0.17730011911259275,0.21890765043557692,0.2243947520393258,0.14993691850918023,0.28064778668181534,0.17065005346394124,0.32774461012264455,-0.016742756135153077,0.24070268576621315,0.23520462085451496,0.29900500092358534,circulant
open_path,1,1.75,300.0,20,0.010057166255930176,0.05160149869720832,0.8475396963540108,0.18229860389609215,0.22515045032435815,0.2307689176556493,0.1540806308564411,0.28189180011434894,0.17549754518702304,0.33705453562577303,-0.014787791068039586,0.24992650129182847,0.2440466594941377,0.30921405091568827,circulant
open_path,1,1.75,400.0,20,-0.01232790661158314,0.05412271444201629,0.8222528671448385,0.1859741844692147,0.236237324388617,0.24204413723831605,0.16551466855603425,0.2973313245227192,0.1840722413736012,0.3535228015392321,-0.021551346316857196,0.2653076571406923,0.25948642704133507,0.3169595960978516,cholesky
open_path,1,1.75,500.0,20,-0.001561368030449086,0.057954491492862935,0.9787875332798804,0.1988590988674825,0.25262259691060224,0.2591803651589496,0.17206270390921535,0.32735871694859203,0.1971041781022904,0.3785514899901837,-0.0074798173365619195,0.28734623363374107,0.2801703281072248,0.31596349620546027,cholesky
open_path,1,2.0,100.0,20,-0.00036423420628377555,0.03865270844479572,0.9925796853292946,0.13434261045571275,0.16848364371299165,0.17286016719408684,0.11293587597310296,0.21553548758420127,0.1314584967133591,0.2524746572185092,-0.034800928967061454,0.1749932563054284,0.1740764556789026,0.2215703589881211,circulant
open_path,1,2.0,150.0,20,0.004043288127144991,0.046132712950469064,0.9310762187461182,0.16466879006908944,0.20112847898325156,0.20631176428746745,0.14574407644471163,0.25387500117156286,0.1568981149778682,0.30133311111598904,-0.0279581361147876,0.2132454751753312,0.20971792585191223,0.27085822789439296,circulant
open_path,1,2.0,200.0,20,0.006827567734225234,0.05086923846124198,0.8946417289505509,0.18184192825936257,0.2218389611679444,0.22749415032596776,0.15123961040332032,0.27731491419418963,0.17300711608913494,0.33227150334915034,-0.02260431230543373,0.23966925794736776,0.23469179891847813,0.30163708615521245,circulant
open_path,1,2.0,250.0,20,0.00839895240058135,0.053673494351663416,0.8773036147695554,0.1899026890981234,0.23410804839618407,0.2400351639205408,0.15225578443394,0.29174618732451224,0.18254443646296808,0.35058855209356926,-0.019100401602470667,0.2564543295989574,0.25068946398467523,0.3203854338909586,circulant
open_path,1,2.0,300.0,20,0.009316033152143289,0.05517393427534394,0.8677004227400815,0.19451005890857126,0.2406779714030167,0.24674533525154932,0.16148193112284795,0.30446602867767747,0.18764745730450777,0.3603892380131406,-0.016902440612329657,0.2663094476518478,0.26011608622277477,0.3313244847470689,circulant
open_path,1,2.0,400.0,20,-0.013141883988961229,0.0575876895472782,0.8219237415506859,0.19838339130883925,0.2513626998487634,0.2575399769897363,0.17400520540079734,0.32008245644576055,0.1958566786566313,0.3761555855580052,-0.021414801015210982,0.2816930654506172,0.2753943130664439,0.3396238772195835,cholesky
open_path,1,2.0,500.0,20,-0.001158823134048996,0.06189342422262274,0.9852573950525803,0.21220388341036464,0.2697896702045602,0.27679580784403307,0.1874478181401523,0.3448975149261616,0.21050055305616483,0.4042801059337004,-0.005781269475599712,0.30657215139125127,0.2988654929646057,0.3385565509366224,cholesky
open_path,2,0.5,100.0,20,0.022963875816720214,0.014038657182366035,0.11834804388408166,0.05149333699823803,0.06536003065116862,0.06278278354517224,0.042046037689262745,0.07678795002012678,0.047745703815395175,0.091698752882691,-0.005238880677828262,0.0733809942183169,0.07171455687377386,0.08310680730500773,circulant
open_path,2,0.5,150.0,20,0.024035811400379532,0.017386126752475858,0.182863067443927,0.061188508854765324,0.07950465958221943,0.07775312256792737,0.05321694129265573,0.09695531977663326,0.05913050284206213,0.11356400544241585,-0.003064214045509045,0.09135136166363661,0.0890910047178008,0.10165766571000541,circulant
