run,geometry,n,CV,L_m,seed,e_signed,e_pure_representativeness,e_transport,sd_pred_loglinear,sd_pred_lognormal,sd_pred_mc,z_total_loglinear,z_pure_loglinear,z_total_lognormal,z_pure_lognormal,z_total_mc,z_pure_mc,pit_pure_mc
source_heterogeneity_les_rice_paddy_l100_cv0p5_s6_wind3_n1_op,open_path,1,0.5,100.0,6,-0.04408876158995085,-0.08980708905392992,0.045718327463979073,0.08250242573892148,0.0845176434927939,0.08319806003281814,-0.5343935186762813,-1.0885387702189995,-0.5216515720023586,-1.0625839214457866,-0.5299253561027707,-1.079437297197853,0.12925
source_heterogeneity_les_rice_paddy_l100_cv0p5_s6_wind3_n1_point,point,1,0.5,100.0,6,-0.09443023925276298,-0.2973564427784816,0.20292620352571863,0.18518434994300983,0.191282193970373,0.19055458313435963,-0.5099255918862675,-1.60573203334943,-0.4936697833327285,-1.5545432463229591,-0.4955548048203092,-1.5604790915410112,0.0315
source_heterogeneity_les_rice_paddy_l100_cv0p5_s6_wind3_n2_op,open_path,2,0.5,100.0,6,-0.0416064946818927,-0.08408615485133605,0.04247966016944335,0.08310680730500773,0.08512159608932464,0.08366930842285188,-0.5006388288891184,-1.0117842037022797,-0.48878893950991953,-0.9878357398643933,-0.49727307977281043,-1.0049820709211257,0.14975
source_heterogeneity_les_rice_paddy_l100_cv0p5_s6_wind3_n2_point,point,2,0.5,100.0,6,0.07099596746158796,0.05138848767742439,0.019607479784163565,0.10066740254137618,0.10424286974517911,0.10205659249930563,0.7052527995088309,0.5104779340691021,0.6810630562563852,0.4929688505606489,0.6956529286637804,0.5035293303347751,0.71975
source_heterogeneity_les_rice_paddy_l100_cv0p5_s6_wind3_n3_op,open_path,3,0.5,100.0,6,-0.01865092209961235,-0.05814931156777031,0.039498389468157966,0.0765457474343384,0.07839385422527313,0.07684001575842433,-0.24365719487697565,-0.7596674344012552,-0.23791306453713743,-0.7417585490907493,-0.2427240795765657,-0.7567581942016341,0.232
source_heterogeneity_les_rice_paddy_l100_cv0p5_s6_wind3_n3_point,point,3,0.5,100.0,6,0.03740590697750562,-0.07784689936740913,0.11525280634491475,0.08490550218320969,0.08799473432694195,0.08672129583583088,0.44055928079656004,-0.9168651897191602,0.4250925610903606,-0.8846767930245822,0.43133473291632385,-0.8976676215122342,0.1965
source_heterogeneity_les_rice_paddy_l100_cv0p5_s6_wind3_n4_op,open_path,4,0.5,100.0,6,-0.009224631557251433,-0.06730695674831073,0.0580823251910593,0.0743891977792162,0.07616385601025379,0.07460535049026114,-0.12400498772186959,-0.904794765337768,-0.12111560575411964,-0.8837125675366191,-0.1236457103496297,-0.9021733200904521,0.1865
source_heterogeneity_les_rice_paddy_l100_cv0p5_s6_wind3_n4_point,point,4,0.5,100.0,6,-0.07229888984228891,-0.04674417676537776,-0.02555471307691115,0.09110440029527267,0.0942850767205037,0.09287253082331157,-0.7935828522877664,-0.5130836338736459,-0.7668115926405821,-0.4957749242114425,-0.7784744229683622,-0.50331541900487,0.32875
source_heterogeneity_les_rice_paddy_l100_cv0p5_s7_wind3_n1_op,open_path,1,0.5,100.0,7,0.009088687042764871,-0.02666295240762022,0.03575163945038509,0.08250242573892148,0.0845176434927939,0.08319806003281814,0.1101626644472973,-0.3231777995473127,0.10753597316683097,-0.3154720281557961,0.10924157413261518,-0.32047565047914345,0.40675
source_heterogeneity_les_rice_paddy_l100_cv0p5_s7_wind3_n1_point,point,1,0.5,100.0,7,-0.019521790632154697,-0.1559183958233339,0.1363966051911792,0.18518434994300983,0.191282193970373,0.19055458313435963,-0.10541814488191088,-0.8419631349588532,-0.10205754245572046,-0.8151223727990256,-0.1024472374846525,-0.8182348241574234,0.21075
