L_m,CV,seed,n,network,q_posterior_kg_s,q_rel_error,posterior_sigma_kg_s,ak_diagonal,chi2_per_dof_or_nan,converged
250,2.0,7,1,op,0.028583781,+0.029008,0.010876613,0.999882,nan,True
250,2.0,0,1,point,0.022054745,-0.206036,0.009821644,0.999904,nan,True
250,2.0,1,1,point,0.034855703,+0.254795,0.009821644,0.999904,nan,True
250,2.0,2,1,point,0.025598031,-0.078478,0.009821644,0.999904,nan,True
250,2.0,3,1,point,0.017871370,-0.356636,0.009821644,0.999904,nan,True
250,2.0,4,1,point,0.034235783,+0.232478,0.009821644,0.999904,nan,True
250,2.0,5,1,point,0.012409113,-0.553276,0.009821644,0.999904,nan,True
250,2.0,6,1,point,0.020452344,-0.263722,0.009821644,0.999904,nan,True
250,2.0,7,1,point,0.023319141,-0.160518,0.009821644,0.999904,nan,True
250,2.0,0,2,op,0.024678769,-0.111571,0.007707612,0.999941,0.9588,True
250,2.0,1,2,op,0.031331002,+0.127907,0.007707612,0.999941,0.0968,True
250,2.0,2,2,op,0.023061504,-0.169793,0.007707612,0.999941,0.1196,True
250,2.0,3,2,op,0.020787775,-0.251646,0.007707612,0.999941,0.9494,True
250,2.0,4,2,op,0.028228204,+0.016207,0.007707612,0.999941,0.0174,True
250,2.0,5,2,op,0.017689291,-0.363191,0.007707612,0.999941,2.3445,True
250,2.0,6,2,op,0.024606352,-0.114178,0.007707612,0.999941,0.0561,True
250,2.0,7,2,op,0.028981957,+0.043342,0.007707612,0.999941,1.8747,True
250,2.0,0,2,point,0.027173445,-0.021764,0.007962775,0.999937,1.2149,True
250,2.0,1,2,point,0.034371082,+0.237349,0.007962775,0.999937,0.0332,True
250,2.0,2,2,point,0.025333855,-0.087989,0.007962775,0.999937,0.0042,True
250,2.0,3,2,point,0.019895574,-0.283765,0.007962775,0.999937,0.8835,True
250,2.0,4,2,point,0.028063249,+0.010269,0.007962775,0.999937,0.0794,True
250,2.0,5,2,point,0.017722300,-0.362002,0.007962775,0.999937,2.2221,True
250,2.0,6,2,point,0.029465285,+0.060742,0.007962775,0.999937,0.0252,True
250,2.0,7,2,point,0.033813583,+0.217279,0.007962775,0.999937,1.7281,True
250,2.0,0,3,op,0.025274550,-0.090123,0.006541535,0.999957,0.8794,True
250,2.0,1,3,op,0.031693001,+0.140939,0.006541535,0.999957,0.0173,True
250,2.0,2,3,op,0.023171606,-0.165829,0.006541535,0.999957,0.0026,True
250,2.0,3,3,op,0.021440035,-0.228165,0.006541535,0.999957,1.4547,True
250,2.0,4,3,op,0.028058042,+0.010081,0.006541535,0.999957,0.0484,True
250,2.0,5,3,op,0.018390716,-0.337940,0.006541535,0.999957,2.7853,True
250,2.0,6,3,op,0.025802776,-0.071108,0.006541535,0.999957,0.3874,True
250,2.0,7,3,op,0.029784892,+0.072248,0.006541535,0.999957,1.8072,True
250,2.0,0,3,point,0.026788553,-0.035620,0.006713806,0.999955,0.6187,True
250,2.0,1,3,point,0.033770523,+0.215729,0.006713806,0.999955,0.0240,True
250,2.0,2,3,point,0.024666412,-0.112016,0.006713806,0.999955,0.0469,True
250,2.0,3,3,point,0.022517487,-0.189377,0.006713806,0.999955,1.4424,True
250,2.0,4,3,point,0.029017364,+0.044617,0.006713806,0.999955,0.3559,True
250,2.0,5,3,point,0.019179909,-0.309529,0.006713806,0.999955,2.7074,True
250,2.0,6,3,point,0.027340964,-0.015733,0.006713806,0.999955,0.4354,True
250,2.0,7,3,point,0.032044561,+0.153595,0.006713806,0.999955,1.7772,True
250,2.0,0,4,op,0.025741703,-0.073306,0.005758145,0.999967,0.9297,True
250,2.0,1,4,op,0.031988167,+0.151565,0.005758145,0.999967,0.0475,True
250,2.0,2,4,op,0.023748473,-0.145062,0.005758145,0.999967,0.0742,True
250,2.0,3,4,op,0.021814268,-0.214693,0.005758145,0.999967,1.6819,True
250,2.0,4,4,op,0.028511025,+0.026389,0.005758145,0.999967,0.0818,True
250,2.0,5,4,op,0.019248970,-0.307043,0.005758145,0.999967,3.0809,True
250,2.0,6,4,op,0.025700973,-0.074772,0.005758145,0.999967,0.3826,True
250,2.0,7,4,op,0.030333680,+0.092004,0.005758145,0.999967,1.8284,True
250,2.0,0,4,point,0.024513831,-0.117509,0.005746857,0.999967,1.2075,True
250,2.0,1,4,point,0.029241586,+0.052689,0.005746857,0.999967,0.2227,True
250,2.0,2,4,point,0.021858099,-0.213115,0.005746857,0.999967,0.2348,True
250,2.0,3,4,point,0.020698008,-0.254878,0.005746857,0.999967,1.8764,True
250,2.0,4,4,point,0.026001559,-0.063951,0.005746857,0.999967,0.1475,True
250,2.0,5,4,point,0.018688534,-0.327218,0.005746857,0.999967,3.2597,True
250,2.0,6,4,point,0.024106515,-0.132172,0.005746857,0.999967,0.5863,True
250,2.0,7,4,point,0.029090858,+0.047263,0.005746857,0.999967,2.3854,True
500,0.5,0,1,op,0.026982536,-0.028636,0.010876613,0.999882,nan,True
500,0.5,1,1,op,0.031435555,+0.131671,0.010876613,0.999882,nan,True
500,0.5,2,1,op,0.031174699,+0.122280,0.010876613,0.999882,nan,True
500,0.5,3,1,op,0.028091658,+0.011292,0.010876613,0.999882,nan,True
500,0.5,4,1,op,0.025197840,-0.092885,0.010876613,0.999882,nan,True
500,0.5,5,1,op,0.026190871,-0.057136,0.010876613,0.999882,nan,True
500,0.5,6,1,op,0.028826113,+0.037732,0.010876613,0.999882,nan,True
500,0.5,7,1,op,0.034364071,+0.237097,0.010876613,0.999882,nan,True
500,0.5,0,1,point,0.027643922,-0.004827,0.009821644,0.999904,nan,True
500,0.5,1,1,point,0.034992845,+0.259732,0.009821644,0.999904,nan,True
500,0.5,2,1,point,0.033243026,+0.196739,0.009821644,0.999904,nan,True
500,0.5,3,1,point,0.030666390,+0.103981,0.009821644,0.999904,nan,True
500,0.5,4,1,point,0.024877773,-0.104407,0.009821644,0.999904,nan,True
500,0.5,5,1,point,0.026290552,-0.053548,0.009821644,0.999904,nan,True
500,0.5,6,1,point,0.029320649,+0.055535,0.009821644,0.999904,nan,True
500,0.5,7,1,point,0.038198808,+0.375146,0.009821644,0.999904,nan,True
500,0.5,0,2,op,0.027354047,-0.015262,0.007707612,0.999941,1.3072,True
500,0.5,1,2,op,0.031697857,+0.141114,0.007707612,0.999941,0.9333,True
500,0.5,2,2,op,0.031450699,+0.132216,0.007707612,0.999941,0.9038,True
500,0.5,3,2,op,0.027949909,+0.006189,0.007707612,0.999941,0.0325,True
500,0.5,4,2,op,0.025527335,-0.081023,0.007707612,0.999941,0.9571,True
500,0.5,5,2,op,0.026783760,-0.035792,0.007707612,0.999941,1.3841,True
500,0.5,6,2,op,0.029449917,+0.060189,0.007707612,0.999941,2.2506,True
500,0.5,7,2,op,0.034544383,+0.243588,0.007707612,0.999941,0.7215,True
500,0.5,0,2,point,0.028384241,+0.021824,0.007962775,0.999937,1.4698,True
500,0.5,1,2,point,0.032646208,+0.175254,0.007962775,0.999937,0.9367,True
500,0.5,2,2,point,0.033303859,+0.198929,0.007962775,0.999937,0.9325,True
500,0.5,3,2,point,0.029370242,+0.057320,0.007962775,0.999937,0.0058,True
500,0.5,4,2,point,0.027452012,-0.011735,0.007962775,0.999937,0.8373,True
500,0.5,5,2,point,0.028912567,+0.040844,0.007962775,0.999937,1.6558,True
500,0.5,6,2,point,0.030919092,+0.113078,0.007962775,0.999937,3.0341,True
500,0.5,7,2,point,0.035711319,+0.285597,0.007962775,0.999937,0.7387,True
500,0.5,0,3,op,0.027466260,-0.011223,0.006541535,0.999957,1.0745,True
500,0.5,1,3,op,0.031628557,+0.138619,0.006541535,0.999957,0.5613,True
500,0.5,2,3,op,0.031473493,+0.133037,0.006541535,0.999957,0.5541,True
500,0.5,3,3,op,0.028317585,+0.019425,0.006541535,0.999957,0.0138,True
500,0.5,4,3,op,0.025866734,-0.068805,0.006541535,0.999957,0.7811,True
500,0.5,5,3,op,0.026788992,-0.035604,0.006541535,0.999957,0.9680,True
500,0.5,6,3,op,0.029383256,+0.057789,0.006541535,0.999957,1.8706,True
500,0.5,7,3,op,0.034494874,+0.241806,0.006541535,0.999957,0.4836,True
500,0.5,0,3,point,0.029072916,+0.046617,0.006713806,0.999955,1.0259,True
500,0.5,1,3,point,0.033738577,+0.214579,0.006713806,0.999955,0.6020,True
500,0.5,2,3,point,0.033111125,+0.191991,0.006713806,0.999955,0.5327,True
500,0.5,3,3,point,0.029894528,+0.076194,0.006713806,0.999955,0.0182,True
500,0.5,4,3,point,0.027680265,-0.003518,0.006713806,0.999955,0.6860,True
500,0.5,5,3,point,0.028402576,+0.022485,0.006713806,0.999955,0.9463,True
500,0.5,6,3,point,0.031101221,+0.119635,0.006713806,0.999955,1.9307,True
500,0.5,7,3,point,0.036549030,+0.315755,0.006713806,0.999955,0.6127,True
500,0.5,0,4,op,0.028149984,+0.013391,0.005758145,0.999967,1.1228,True
500,0.5,1,4,op,0.032340518,+0.164249,0.005758145,0.999967,0.6446,True
500,0.5,2,4,op,0.032125196,+0.156498,0.005758145,0.999967,0.6214,True
500,0.5,3,4,op,0.028497335,+0.025896,0.005758145,0.999967,0.0258,True
500,0.5,4,4,op,0.026429264,-0.048554,0.005758145,0.999967,0.8417,True
500,0.5,5,4,op,0.027544616,-0.008402,0.005758145,0.999967,1.0009,True
500,0.5,6,4,op,0.030280455,+0.090088,0.005758145,0.999967,1.8555,True
500,0.5,7,4,op,0.035090322,+0.263241,0.005758145,0.999967,0.5513,True
500,0.5,0,4,point,0.026524324,-0.045132,0.005746857,0.999967,1.4161,True
500,0.5,1,4,point,0.030205580,+0.087392,0.005746857,0.999967,0.9788,True
500,0.5,2,4,point,0.030116474,+0.084184,0.005746857,0.999967,0.9413,True
500,0.5,3,4,point,0.026269111,-0.054320,0.005746857,0.999967,0.1094,True
500,0.5,4,4,point,0.024842978,-0.105660,0.005746857,0.999967,1.1189,True
500,0.5,5,4,point,0.026117970,-0.059761,0.005746857,0.999967,1.3336,True
500,0.5,6,4,point,0.028700229,+0.033200,0.005746857,0.999967,2.2812,True
500,0.5,7,4,point,0.032623552,+0.174438,0.005746857,0.999967,0.8475,True
500,1.0,0,1,op,0.025157624,-0.094333,0.010876613,0.999882,nan,True
500,1.0,1,1,op,0.033901684,+0.220451,0.010876613,0.999882,nan,True
500,1.0,2,1,op,0.033352344,+0.200675,0.010876613,0.999882,nan,True
500,1.0,3,1,op,0.027862887,+0.003056,0.010876613,0.999882,nan,True
500,1.0,4,1,op,0.022603799,-0.186270,0.010876613,0.999882,nan,True
500,1.0,5,1,op,0.024590213,-0.114759,0.010876613,0.999882,nan,True
500,1.0,6,1,op,0.028718270,+0.033849,0.010876613,0.999882,nan,True
500,1.0,7,1,op,0.039426376,+0.419338,0.010876613,0.999882,nan,True
500,1.0,0,1,point,0.024878710,-0.104374,0.009821644,0.999904,nan,True
500,1.0,1,1,point,0.039183545,+0.410596,0.009821644,0.999904,nan,True
500,1.0,2,1,point,0.036205472,+0.303387,0.009821644,0.999904,nan,True
500,1.0,3,1,point,0.030780921,+0.108104,0.009821644,0.999904,nan,True
500,1.0,4,1,point,0.021050063,-0.242204,0.009821644,0.999904,nan,True
500,1.0,5,1,point,0.023865159,-0.140861,0.009821644,0.999904,nan,True
500,1.0,6,1,point,0.027924015,+0.005257,0.009821644,0.999904,nan,True
500,1.0,7,1,point,0.045493119,+0.637739,0.009821644,0.999904,nan,True
500,1.0,0,2,op,0.025634195,-0.077176,0.007707612,0.999941,1.8734,True
500,1.0,1,2,op,0.034238396,+0.232572,0.007707612,0.999941,1.2880,True
500,1.0,2,2,op,0.033723959,+0.214053,0.007707612,0.999941,1.1853,True
500,1.0,3,2,op,0.027471282,-0.011042,0.007707612,0.999941,0.0575,True
500,1.0,4,2,op,0.023005057,-0.171825,0.007707612,0.999941,1.1679,True
500,1.0,5,2,op,0.025391625,-0.085909,0.007707612,0.999941,1.8097,True
500,1.0,6,2,op,0.029556214,+0.064015,0.007707612,0.999941,3.6178,True
500,1.0,7,2,op,0.039548223,+0.423725,0.007707612,0.999941,0.7058,True
500,1.0,0,2,point,0.026278723,-0.053974,0.007962775,0.999937,2.3421,True
500,1.0,1,2,point,0.034603186,+0.245705,0.007962775,0.999937,1.5390,True
500,1.0,2,2,point,0.035649038,+0.283355,0.007962775,0.999937,1.4524,True
500,1.0,3,2,point,0.028698188,+0.033127,0.007962775,0.999937,0.3303,True
500,1.0,4,2,point,0.024910049,-0.103245,0.007962775,0.999937,1.0720,True
500,1.0,5,2,point,0.027862339,+0.003036,0.007962775,0.999937,2.4168,True
500,1.0,6,2,point,0.031299636,+0.126778,0.007962775,0.999937,5.5024,True
500,1.0,7,2,point,0.039981721,+0.439330,0.007962775,0.999937,0.9267,True
500,1.0,0,3,op,0.025735918,-0.073514,0.006541535,0.999957,1.6953,True
500,1.0,1,3,op,0.033903946,+0.220532,0.006541535,0.999957,0.7594,True
500,1.0,2,3,op,0.033523378,+0.206832,0.006541535,0.999957,0.6789,True
500,1.0,3,3,op,0.027980693,+0.007297,0.006541535,0.999957,0.0888,True
500,1.0,4,3,op,0.023431153,-0.156485,0.006541535,0.999957,1.0732,True
500,1.0,5,3,op,0.025296723,-0.089325,0.006541535,0.999957,1.2874,True
500,1.0,6,3,op,0.029423796,+0.059248,0.006541535,0.999957,3.2054,True
500,1.0,7,3,op,0.039261060,+0.413387,0.006541535,0.999957,0.5587,True
500,1.0,0,3,point,0.027110033,-0.024047,0.006713806,0.999955,1.6362,True
500,1.0,1,3,point,0.036295111,+0.306614,0.006713806,0.999955,0.9199,True
500,1.0,2,3,point,0.034964647,+0.258717,0.006713806,0.999955,0.7086,True
500,1.0,3,3,point,0.029260737,+0.053378,0.006713806,0.999955,0.1141,True
500,1.0,4,3,point,0.025130777,-0.095299,0.006713806,0.999955,0.9786,True
500,1.0,5,3,point,0.026794816,-0.035394,0.006713806,0.999955,1.3079,True
500,1.0,6,3,point,0.031071448,+0.118563,0.006713806,0.999955,3.3445,True
500,1.0,7,3,point,0.041418158,+0.491042,0.006713806,0.999955,0.9815,True
500,1.0,0,4,op,0.026504638,-0.045841,0.005758145,0.999967,1.7181,True
500,1.0,1,4,op,0.034794207,+0.252581,0.005758145,0.999967,0.8722,True
500,1.0,2,4,op,0.034309536,+0.235133,0.005758145,0.999967,0.7748,True
500,1.0,3,4,op,0.027895949,+0.004246,0.005758145,0.999967,0.0452,True
500,1.0,4,4,op,0.024001031,-0.135970,0.005758145,0.999967,1.1372,True
500,1.0,5,4,op,0.026155827,-0.058398,0.005758145,0.999967,1.2896,True
500,1.0,6,4,op,0.030490324,+0.097643,0.005758145,0.999967,3.0605,True
500,1.0,7,4,op,0.039879415,+0.435647,0.005758145,0.999967,0.6369,True
500,1.0,0,4,point,0.025155968,-0.094392,0.005746857,0.999967,2.0036,True
500,1.0,1,4,point,0.032550422,+0.171806,0.005746857,0.999967,1.3049,True
500,1.0,2,4,point,0.032245832,+0.160841,0.005746857,0.999967,1.1716,True
500,1.0,3,4,point,0.025553624,-0.080077,0.005746857,0.999967,0.0272,True
500,1.0,4,4,point,0.022687583,-0.183254,0.005746857,0.999967,1.4079,True
500,1.0,5,4,point,0.025013364,-0.099526,0.005746857,0.999967,1.6501,True
500,1.0,6,4,point,0.029184714,+0.050641,0.005746857,0.999967,3.5762,True
500,1.0,7,4,point,0.036940072,+0.329832,0.005746857,0.999967,0.9329,True
500,2.0,0,1,op,0.022445988,-0.191951,0.010876613,0.999882,nan,True
500,2.0,1,1,op,0.036823690,+0.325642,0.010876613,0.999882,nan,True
500,2.0,2,1,op,0.035907275,+0.292652,0.010876613,0.999882,nan,True
500,2.0,3,1,op,0.027547530,-0.008297,0.010876613,0.999882,nan,True
500,2.0,4,1,op,0.019548338,-0.296265,0.010876613,0.999882,nan,True
500,2.0,5,1,op,0.022761545,-0.180591,0.010876613,0.999882,nan,True
500,2.0,6,1,op,0.028228935,+0.016234,0.010876613,0.999882,nan,True
500,2.0,7,1,op,0.045848734,+0.650541,0.010876613,0.999882,nan,True
500,2.0,0,1,point,0.020641624,-0.256907,0.009821644,0.999904,nan,True
500,2.0,1,1,point,0.044039895,+0.585424,0.009821644,0.999904,nan,True
500,2.0,2,1,point,0.040002573,+0.440081,0.009821644,0.999904,nan,True
500,2.0,3,1,point,0.030344950,+0.092409,0.009821644,0.999904,nan,True
500,2.0,4,1,point,0.016619414,-0.401706,0.009821644,0.999904,nan,True
500,2.0,5,1,point,0.021262658,-0.234550,0.009821644,0.999904,nan,True
500,2.0,6,1,point,0.025691108,-0.075128,0.009821644,0.999904,nan,True
500,2.0,7,1,point,0.054872715,+0.975402,0.009821644,0.999904,nan,True
500,2.0,0,2,op,0.023017361,-0.171382,0.007707612,0.999941,2.4926,True
500,2.0,1,2,op,0.037295384,+0.342623,0.007707612,0.999941,1.9487,True
500,2.0,2,2,op,0.036449465,+0.312170,0.007707612,0.999941,1.6469,True
500,2.0,3,2,op,0.026900268,-0.031598,0.007707612,0.999941,0.4217,True
500,2.0,4,2,op,0.020031688,-0.278865,0.007707612,0.999941,1.4221,True
500,2.0,5,2,op,0.023738060,-0.145437,0.007707612,0.999941,2.0972,True
500,2.0,6,2,op,0.029244039,+0.052777,0.007707612,0.999941,5.1088,True
500,2.0,7,2,op,0.045852638,+0.650682,0.007707612,0.999941,0.5830,True
500,2.0,0,2,point,0.023456682,-0.155566,0.007962775,0.999937,3.2578,True
500,2.0,1,2,point,0.037097097,+0.335485,0.007962775,0.999937,2.7613,True
500,2.0,2,2,point,0.038446006,+0.384045,0.007962775,0.999937,2.3545,True
500,2.0,3,2,point,0.027947531,+0.006103,0.007962775,0.999937,1.1033,True
500,2.0,4,2,point,0.021776171,-0.216064,0.007962775,0.999937,1.3805,True
500,2.0,5,2,point,0.026556172,-0.043985,0.007962775,0.999937,2.9740,True
500,2.0,6,2,point,0.031594169,+0.137381,0.007962775,0.999937,8.3459,True
500,2.0,7,2,point,0.045035573,+0.621268,0.007962775,0.999937,1.1287,True
500,2.0,0,3,op,0.023196090,-0.164947,0.006541535,0.999957,2.4574,True
500,2.0,1,3,op,0.036611318,+0.317997,0.006541535,0.999957,1.1527,True
500,2.0,2,3,op,0.035899815,+0.292383,0.006541535,0.999957,0.8751,True
500,2.0,3,3,op,0.027584264,-0.006974,0.006541535,0.999957,0.3995,True
500,2.0,4,3,op,0.020539757,-0.260575,0.006541535,0.999957,1.4644,True
500,2.0,5,3,op,0.023574373,-0.151329,0.006541535,0.999957,1.5165,True
500,2.0,6,3,op,0.029131905,+0.048740,0.006541535,0.999957,4.7233,True
500,2.0,7,3,op,0.045262571,+0.629440,0.006541535,0.999957,0.7212,True
500,2.0,0,3,point,0.024268625,-0.126336,0.006713806,0.999955,2.3637,True
500,2.0,1,3,point,0.039397390,+0.418295,0.006713806,0.999955,1.4875,True
500,2.0,2,3,point,0.037063370,+0.334271,0.006713806,0.999955,1.0002,True
500,2.0,3,3,point,0.028427660,+0.023388,0.006713806,0.999955,0.4160,True
500,2.0,4,3,point,0.022014144,-0.207497,0.006713806,0.999955,1.3965,True
500,2.0,5,3,point,0.024984921,-0.100550,0.006713806,0.999955,1.5849,True
500,2.0,6,3,point,0.030708229,+0.105487,0.006713806,0.999955,4.9229,True
500,2.0,7,3,point,0.047430523,+0.707485,0.006713806,0.999955,1.7217,True
500,2.0,0,4,op,0.024012885,-0.135543,0.005758145,0.999967,2.4497,True
500,2.0,1,4,op,0.037752782,+0.359089,0.005758145,0.999967,1.3236,True
500,2.0,2,4,op,0.036895390,+0.328223,0.005758145,0.999967,1.0619,True
500,2.0,3,4,op,0.027207942,-0.020522,0.005758145,0.999967,0.2992,True
500,2.0,4,4,op,0.021112671,-0.239950,0.005758145,0.999967,1.5352,True
500,2.0,5,4,op,0.024499138,-0.118038,0.005758145,0.999967,1.4865,True
500,2.0,6,4,op,0.030315825,+0.091361,0.005758145,0.999967,4.3988,True
500,2.0,7,4,op,0.045856627,+0.650825,0.005758145,0.999967,0.8281,True
500,2.0,0,4,point,0.023005058,-0.171825,0.005746857,0.999967,2.6905,True
500,2.0,1,4,point,0.035451989,+0.276261,0.005746857,0.999967,1.9419,True
500,2.0,2,4,point,0.034762184,+0.251429,0.005746857,0.999967,1.6118,True
500,2.0,3,4,point,0.024857285,-0.105145,0.005746857,0.999967,0.2064,True
500,2.0,4,4,point,0.020127175,-0.275428,0.005746857,0.999967,1.7839,True
500,2.0,5,4,point,0.023593669,-0.150635,0.005746857,0.999967,1.8554,True
500,2.0,6,4,point,0.029303432,+0.054915,0.005746857,0.999967,4.9723,True
500,2.0,7,4,point,0.042288710,+0.522381,0.005746857,0.999967,1.0803,True
